episode,step,reward,timestamp,cpu_percent,ram_percent,ram_used_gb,ram_available_gb,gpu_util_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent,action,penalty_ram_penalty,penalty_gpu_penalty,penalty_total_penalty,penalty_cpu_penalty
0,0,0.12,6.134802341461182,11.5,82.4,13.001636505126953,2.7741661071777344,8,1061.08984375,8192.0,12.952756881713867,1,0.8800000000000012,0.0,0.8800000000000012,0.0
0,1,4.12,6.457759618759155,5.7,82.4,13.001476287841797,2.7743263244628906,8,1073.02734375,8192.0,13.098478317260742,4,0.8800000000000012,0.0,0.8800000000000012,0.0
0,2,3.12,6.782677412033081,5.9,82.3,12.991104125976562,2.784698486328125,6,1073.02734375,8192.0,13.098478317260742,5,0.8800000000000012,0.0,0.8800000000000012,0.0
0,3,-7.84,7.110682010650635,3.9,82.2,12.968097686767578,2.8077049255371094,1,1075.71484375,8192.0,13.131284713745117,4,0.8400000000000006,0.0,0.8400000000000006,0.0
0,4,-0.84,7.434104919433594,5.3,82.2,12.968475341796875,2.8073272705078125,1,1075.71484375,8192.0,13.131284713745117,2,0.8400000000000006,0.0,0.8400000000000006,0.0
0,5,1.16,7.784752130508423,3.5,82.2,12.971664428710938,2.80413818359375,0,1075.71484375,8192.0,13.131284713745117,5,0.8400000000000006,0.0,0.8400000000000006,0.0
1,6,-0.84,8.107885837554932,2.2,82.2,12.962589263916016,2.813213348388672,0,1075.71484375,8192.0,13.131284713745117,0,0.8400000000000006,0.0,0.8400000000000006,0.0
1,7,4.16,8.432446956634521,9.7,82.3,12.981613159179688,2.794189453125,0,1075.90234375,8192.0,13.133573532104492,4,0.8400000000000006,0.0,0.8400000000000006,0.0
1,8,-1.02,8.755774736404419,44.6,83.3,13.146617889404297,2.6291847229003906,0,1097.11328125,8192.0,13.392496109008789,0,1.019999999999999,0.0,1.019999999999999,0.0
1,9,-1.06,9.08608102798462,64.3,83.5,13.176761627197266,2.599040985107422,2,1105.30078125,8192.0,13.492441177368164,1,1.0599999999999994,0.0,1.0599999999999994,0.0
1,10,-1.22,9.410285234451294,30.3,84.2,13.279979705810547,2.4958229064941406,2,1105.30078125,8192.0,13.492441177368164,0,1.2199999999999989,0.0,1.2199999999999989,0.0
1,11,0.72,9.735167980194092,32.2,84.6,13.349903106689453,2.425811767578125,1,1105.55078125,8192.0,13.495492935180664,5,1.2800000000000011,0.0,1.2800000000000011,0.0
1,12,-1.52,10.060865879058838,46.0,85.3,13.462200164794922,2.3136024475097656,1,1110.17578125,8192.0,13.551950454711914,0,1.519999999999999,0.0,1.519999999999999,0.0
1,13,-3.5,10.387388944625854,25.5,85.7,13.512386322021484,2.263477325439453,1,1110.23828125,8192.0,13.552713394165039,5,1.5,0.0,1.5,0.0
1,14,-1.56,10.710846185684204,17.7,85.8,13.539161682128906,2.2366409301757812,0,1110.11328125,8192.0,13.551187515258789,0,1.5599999999999996,0.0,1.5599999999999996,0.0
1,15,-4.6,11.034301996231079,12.6,86.3,13.621212005615234,2.154590606689453,0,1108.52734375,8192.0,13.531827926635742,1,1.6,0.0,1.6,0.0
1,16,-1.6,11.360305547714233,16.9,86.0,13.57010269165039,2.205699920654297,0,1105.83984375,8192.0,13.499021530151367,4,1.6,0.0,1.6,0.0
2,17,-1.64,11.700514316558838,26.8,86.4,13.634140014648438,2.1416397094726562,0,1103.52734375,8192.0,13.470792770385742,1,1.6400000000000006,0.0,1.6400000000000006,0.0
2,18,3.32,12.026756048202515,26.7,86.4,13.628063201904297,2.147724151611328,0,1103.52734375,8192.0,13.470792770385742,5,1.6800000000000013,0.0,1.6800000000000013,0.0
2,19,-4.68,12.34909439086914,18.2,86.5,13.64316177368164,2.132640838623047,0,1104.46484375,8192.0,13.482236862182617,3,1.6800000000000013,0.0,1.6800000000000013,0.0
2,20,-4.76,12.673891305923462,47.4,86.9,13.704299926757812,2.071502685546875,0,1110.11328125,8192.0,13.551187515258789,3,1.7599999999999996,0.0,1.7599999999999996,0.0
2,21,-1.8,12.997800350189209,27.9,86.9,13.703262329101562,2.072540283203125,1,1110.11328125,8192.0,13.551187515258789,1,1.8,0.0,1.8,0.0
2,22,-1.8,13.325023174285889,21.0,87.0,13.719844818115234,2.055957794189453,1,1108.17578125,8192.0,13.527536392211914,0,1.8,0.0,1.8,0.0
2,23,-1.82,13.655219793319702,31.6,87.0,13.723773956298828,2.0520286560058594,1,1103.36328125,8192.0,13.468790054321289,2,1.819999999999999,0.0,1.819999999999999,0.0
2,24,-2.76,13.981389999389648,21.1,86.8,13.701522827148438,2.074138641357422,1,1103.36328125,8192.0,13.468790054321289,3,1.7599999999999996,0.0,1.7599999999999996,0.0
2,25,-3.82,14.311767339706421,36.2,86.5,13.649467468261719,2.12628173828125,1,1102.17578125,8192.0,13.454294204711914,4,1.819999999999999,0.0,1.819999999999999,0.0
3,26,1.3,14.638656616210938,38.9,86.5,13.646663665771484,2.129077911376953,0,1100.73828125,8192.0,13.436746597290039,2,1.7000000000000002,0.0,1.7000000000000002,0.0
3,27,-1.68,14.966045618057251,67.4,86.3,13.608638763427734,2.1672439575195312,0,1098.42578125,8192.0,13.408517837524414,3,1.6800000000000013,0.0,1.6800000000000013,0.0
3,28,-1.68,15.289607524871826,13.5,86.1,13.588386535644531,2.1874160766601562,2,1127.24609375,8192.0,13.76032829284668,0,1.6800000000000013,0.0,1.6800000000000013,0.0
3,29,-3.62,15.617690324783325,1.9,86.1,13.584850311279297,2.1909523010253906,0,1127.24609375,8192.0,13.76032829284668,5,1.619999999999999,0.0,1.619999999999999,0.0
3,30,0.38,15.941109895706177,7.2,86.1,13.576980590820312,2.198822021484375,0,1127.24609375,8192.0,13.76032829284668,4,1.619999999999999,0.0,1.619999999999999,0.0
3,31,-8.56,16.26899766921997,5.3,85.8,13.536125183105469,2.2396774291992188,3,1127.24609375,8192.0,13.76032829284668,2,1.5599999999999996,0.0,1.5599999999999996,0.0
3,32,-1.56,16.592722177505493,5.9,85.9,13.544635772705078,2.231170654296875,1,1127.24609375,8192.0,13.76032829284668,1,1.5599999999999996,0.0,1.5599999999999996,0.0
4,33,-6.6,16.913992643356323,9.1,85.9,13.557674407958984,2.218128204345703,1,1127.08984375,8192.0,13.758420944213867,5,1.6,0.0,1.6,0.0
4,34,-3.58,17.240336179733276,13.3,85.9,13.543697357177734,2.232105255126953,0,1125.46484375,8192.0,13.738584518432617,5,1.5800000000000012,0.0,1.5800000000000012,0.0
4,35,-1.54,17.56689953804016,6.6,85.7,13.527606964111328,2.2481956481933594,1,1125.01953125,8192.0,13.733148574829102,2,1.5400000000000007,0.0,1.5400000000000007,0.0
4,36,-1.64,17.89007544517517,59.8,86.2,13.594585418701172,2.1812171936035156,1,1116.26953125,8192.0,13.626337051391602,0,1.6400000000000006,0.0,1.6400000000000006,0.0
4,37,-0.66,18.21720600128174,11.3,86.2,13.60586929321289,2.169933319091797,1,1116.26953125,8192.0,13.626337051391602,5,1.6599999999999995,0.0,1.6599999999999995,0.0
4,38,-1.66,18.5425865650177,14.2,86.4,13.62246322631836,2.153339385986328,1,1116.26953125,8192.0,13.626337051391602,1,1.6599999999999995,0.0,1.6599999999999995,0.0
4,39,0.32,18.87159276008606,4.7,86.2,13.594436645507812,2.181365966796875,1,1116.26953125,8192.0,13.626337051391602,4,1.6800000000000013,0.0,1.6800000000000013,0.0
4,40,-1.62,19.196027994155884,9.8,86.1,13.588462829589844,2.1873397827148438,2,1116.26953125,8192.0,13.626337051391602,2,1.619999999999999,0.0,1.619999999999999,0.0
5,41,-1.62,19.525206565856934,4.6,86.1,13.584251403808594,2.1915550231933594,1,1116.26953125,8192.0,13.626337051391602,0,1.619999999999999,0.0,1.619999999999999,0.0
5,42,3.38,19.850901126861572,5.6,86.0,13.569324493408203,2.2064781188964844,1,1116.26953125,8192.0,13.626337051391602,5,1.619999999999999,0.0,1.619999999999999,0.0
5,43,-4.58,20.17698049545288,7.5,85.8,13.531578063964844,2.2442245483398438,1,1116.08203125,8192.0,13.624048233032227,3,1.5800000000000012,0.0,1.5800000000000012,0.0
5,44,0.44,20.504514932632446,8.0,85.8,13.53192138671875,2.2438812255859375,1,1114.76953125,8192.0,13.608026504516602,4,1.5599999999999996,0.0,1.5599999999999996,0.0
5,45,-1.54,20.831995248794556,4.4,85.7,13.525577545166016,2.250225067138672,1,1103.26953125,8192.0,13.467645645141602,2,1.5400000000000007,0.0,1.5400000000000007,0.0
5,46,-4.56,21.157045364379883,6.5,85.8,13.535900115966797,2.2399024963378906,0,1087.58203125,8192.0,13.276147842407227,3,1.5599999999999996,0.0,1.5599999999999996,0.0
5,47,-3.56,21.48405122756958,11.3,85.7,13.525413513183594,2.2503890991210938,2,1079.58203125,8192.0,13.178491592407227,1,1.5599999999999996,0.0,1.5599999999999996,0.0
6,48,10.46,21.811710834503174,17.3,85.7,13.525962829589844,2.2498397827148438,2,1079.58203125,8192.0,13.178491592407227,2,1.5400000000000007,0.0,1.5400000000000007,0.0
6,49,-8.54,22.13542151451111,12.2,85.7,13.519805908203125,2.2559967041015625,1,1079.58203125,8192.0,13.178491592407227,5,1.5400000000000007,0.0,1.5400000000000007,0.0
6,50,5.46,22.464712381362915,9.1,85.7,13.522403717041016,2.253398895263672,1,1079.58203125,8192.0,13.178491592407227,4,1.5400000000000007,0.0,1.5400000000000007,0.0
6,51,-1.54,22.789737939834595,11.9,85.7,13.51778793334961,2.258014678955078,2,1079.58203125,8192.0,13.178491592407227,2,1.5400000000000007,0.0,1.5400000000000007,0.0
6,52,1.48,23.11301875114441,13.1,85.6,13.506473541259766,2.269329071044922,1,1079.58203125,8192.0,13.178491592407227,4,1.519999999999999,0.0,1.519999999999999,0.0
7,53,14.48,23.43915057182312,7.2,85.7,13.512741088867188,2.2630615234375,1,1079.58203125,8192.0,13.178491592407227,4,1.519999999999999,0.0,1.519999999999999,0.0
7,54,-3.52,23.765401601791382,4.4,85.5,13.4959716796875,2.280132293701172,0,1079.64453125,8192.0,13.179254531860352,4,1.519999999999999,0.0,1.519999999999999,0.0
7,55,0.48,24.0881187915802,8.7,85.6,13.509727478027344,2.2660751342773438,1,1079.64453125,8192.0,13.179254531860352,5,1.519999999999999,0.0,1.519999999999999,0.0
7,56,-1.5,24.413004159927368,9.8,85.6,13.50088882446289,2.274913787841797,1,1079.64453125,8192.0,13.179254531860352,2,1.5,0.0,1.5,0.0
7,57,0.48,24.74010992050171,16.0,85.6,13.499866485595703,2.2759361267089844,0,1075.58203125,8192.0,13.129663467407227,5,1.519999999999999,0.0,1.519999999999999,0.0
8,58,-4.5,25.06809139251709,7.9,85.6,13.497509002685547,2.2782936096191406,1,1075.58203125,8192.0,13.129663467407227,3,1.5,0.0,1.5,0.0
8,59,-5.52,25.395102739334106,6.9,85.6,13.5069580078125,2.2688446044921875,1,1075.58203125,8192.0,13.129663467407227,2,1.519999999999999,0.0,1.519999999999999,0.0
8,60,-1.52,25.72694706916809,8.2,85.6,13.496833801269531,2.2789688110351562,0,1071.58203125,8192.0,13.080835342407227,3,1.519999999999999,0.0,1.519999999999999,0.0
8,61,-1.5,26.05255889892578,18.0,85.0,13.409069061279297,2.3667335510253906,1,1071.58203125,8192.0,13.080835342407227,2,1.5,0.0,1.5,0.0
8,62,-1.4,26.38006019592285,7.6,85.0,13.407806396484375,2.3679962158203125,1,1071.58203125,8192.0,13.080835342407227,0,1.4000000000000001,0.0,1.4000000000000001,0.0
8,63,-6.4,26.705588817596436,15.0,85.0,13.405975341796875,2.3698272705078125,0,1071.58203125,8192.0,13.080835342407227,2,1.4000000000000001,0.0,1.4000000000000001,0.0
8,64,-3.4,27.033000707626343,9.8,84.9,13.394672393798828,2.3811302185058594,1,1071.58203125,8192.0,13.080835342407227,4,1.4000000000000001,0.0,1.4000000000000001,0.0
8,65,7.62,27.35606074333191,12.1,84.9,13.39272689819336,2.383075714111328,1,1071.58203125,8192.0,13.080835342407227,5,1.3800000000000012,0.0,1.3800000000000012,0.0
9,66,2.62,27.694759607315063,4.4,84.9,13.388557434082031,2.3872451782226562,2,1071.58203125,8192.0,13.080835342407227,2,1.3800000000000012,0.0,1.3800000000000012,0.0
9,67,1.62,28.01975154876709,3.7,84.9,13.39578628540039,2.380016326904297,0,1071.58203125,8192.0,13.080835342407227,5,1.3800000000000012,0.0,1.3800000000000012,0.0
9,68,-1.38,28.348753213882446,1.6,84.9,13.388153076171875,2.3876495361328125,0,1071.58203125,8192.0,13.080835342407227,0,1.3800000000000012,0.0,1.3800000000000012,0.0
9,69,-4.38,28.676148176193237,0.7,84.9,13.389705657958984,2.386096954345703,1,1071.58203125,8192.0,13.080835342407227,3,1.3800000000000012,0.0,1.3800000000000012,0.0
9,70,0.62,29.00375485420227,4.1,84.8,13.385765075683594,2.3900375366210938,0,1071.58203125,8192.0,13.080835342407227,3,1.3800000000000012,0.0,1.3800000000000012,0.0
9,71,1.64,29.3302218914032,2.6,84.8,13.382556915283203,2.3932456970214844,0,1071.58203125,8192.0,13.080835342407227,1,1.3599999999999994,0.0,1.3599999999999994,0.0
10,72,-3.36,29.65400004386902,11.9,84.8,13.377975463867188,2.3978271484375,5,1071.70703125,8192.0,13.082361221313477,2,1.3599999999999994,0.0,1.3599999999999994,0.0
10,73,-1.36,29.982892274856567,9.6,84.8,13.375801086425781,2.4000015258789062,4,1071.70703125,8192.0,13.082361221313477,1,1.3599999999999994,0.0,1.3599999999999994,0.0
10,74,-1.36,30.309223413467407,6.2,84.8,13.375446319580078,2.4003562927246094,4,1071.70703125,8192.0,13.082361221313477,1,1.3599999999999994,0.0,1.3599999999999994,0.0
10,75,-1.32,30.63912844657898,17.2,84.6,13.348804473876953,2.4269943237304688,3,1071.70703125,8192.0,13.082361221313477,2,1.319999999999999,0.0,1.319999999999999,0.0
10,76,-1.32,30.96897792816162,16.5,84.7,13.360374450683594,2.4154281616210938,3,1076.89453125,8192.0,13.145685195922852,1,1.319999999999999,0.0,1.319999999999999,0.0
10,77,-1.3,31.297072410583496,27.7,84.4,13.313915252685547,2.4618873596191406,0,1078.33203125,8192.0,13.163232803344727,0,1.3,0.0,1.3,0.0
10,78,-3.3,31.628029346466064,9.0,84.5,13.327392578125,2.4484100341796875,1,1080.83203125,8192.0,13.193750381469727,4,1.3,0.0,1.3,0.0
10,79,-3.32,31.957024335861206,16.8,84.7,13.357917785644531,2.4178390502929688,1,1078.45703125,8192.0,13.164758682250977,4,1.319999999999999,0.0,1.319999999999999,0.0
10,80,-4.34,32.286213874816895,23.2,84.7,13.369102478027344,2.406696319580078,1,1078.45703125,8192.0,13.164758682250977,3,1.3400000000000007,0.0,1.3400000000000007,0.0
11,81,-2.36,32.614978075027466,22.2,84.8,13.373493194580078,2.4023094177246094,1,1078.45703125,8192.0,13.164758682250977,5,1.3599999999999994,0.0,1.3599999999999994,0.0
11,82,1.64,32.94734835624695,9.8,84.9,13.393028259277344,2.3827743530273438,1,1078.45703125,8192.0,13.164758682250977,3,1.3599999999999994,0.0,1.3599999999999994,0.0
11,83,0.6,33.275715827941895,12.7,85.1,13.420158386230469,2.3551559448242188,0,1078.45703125,8192.0,13.164758682250977,1,1.4000000000000001,0.0,1.4000000000000001,0.0
11,84,-1.42,33.60586333274841,13.7,85.2,13.433189392089844,2.3425521850585938,1,1078.45703125,8192.0,13.164758682250977,1,1.419999999999999,0.0,1.419999999999999,0.0
11,85,-1.4,33.93188452720642,6.1,85.0,13.41659164428711,2.359210968017578,1,1078.45703125,8192.0,13.164758682250977,1,1.4000000000000001,0.0,1.4000000000000001,0.0
11,86,-3.48,34.2577919960022,24.1,85.3,13.46323013305664,2.312572479248047,0,1078.45703125,8192.0,13.164758682250977,4,1.4800000000000013,0.0,1.4800000000000013,0.0
11,87,-7.48,34.586204290390015,16.4,85.4,13.471733093261719,2.3040695190429688,1,1078.45703125,8192.0,13.164758682250977,4,1.4800000000000013,0.0,1.4800000000000013,0.0
12,88,-11.48,34.91529321670532,9.4,85.4,13.48000717163086,2.295795440673828,1,1078.45703125,8192.0,13.164758682250977,2,1.4800000000000013,0.0,1.4800000000000013,0.0
12,89,-1.5,35.245500802993774,7.7,85.4,13.467418670654297,2.3083839416503906,0,1078.45703125,8192.0,13.164758682250977,2,1.5,0.0,1.5,0.0
12,90,5.52,35.57554244995117,11.7,85.4,13.477962493896484,2.297840118408203,1,1078.45703125,8192.0,13.164758682250977,3,1.4800000000000013,0.0,1.4800000000000013,0.0
12,91,-1.5,35.90563416481018,19.8,85.5,13.487899780273438,2.28790283203125,1,1078.45703125,8192.0,13.164758682250977,0,1.5,0.0,1.5,0.0
12,92,-4.52,36.23372149467468,16.3,85.6,13.500282287597656,2.2755203247070312,0,1078.45703125,8192.0,13.164758682250977,3,1.519999999999999,0.0,1.519999999999999,0.0
12,93,3.48,36.5609450340271,28.4,85.4,13.474102020263672,2.3017005920410156,1,1077.83203125,8192.0,13.157129287719727,5,1.519999999999999,0.0,1.519999999999999,0.0
12,94,3.5,36.887688875198364,10.4,85.6,13.502861022949219,2.2729415893554688,1,1077.83203125,8192.0,13.157129287719727,1,1.5,0.0,1.5,0.0
13,95,-1.52,37.21674990653992,20.8,85.7,13.516407012939453,2.2593955993652344,0,1077.83203125,8192.0,13.157129287719727,0,1.519999999999999,0.0,1.519999999999999,0.0
13,96,-1.5,37.54713010787964,15.3,85.5,13.494247436523438,2.28155517578125,1,1077.83203125,8192.0,13.157129287719727,1,1.5,0.0,1.5,0.0
13,97,-1.52,37.87439298629761,17.7,85.6,13.503475189208984,2.272327423095703,1,1077.83203125,8192.0,13.157129287719727,2,1.519999999999999,0.0,1.519999999999999,0.0
13,98,5.48,38.205122232437134,10.4,85.6,13.508358001708984,2.267444610595703,0,1077.83203125,8192.0,13.157129287719727,1,1.519999999999999,0.0,1.519999999999999,0.0
13,99,-1.54,38.53166675567627,17.2,85.7,13.51541519165039,2.260387420654297,1,1077.83203125,8192.0,13.157129287719727,0,1.5400000000000007,0.0,1.5400000000000007,0.0
13,100,-4.54,38.85722899436951,21.4,85.6,13.511466979980469,2.2643356323242188,1,1077.83203125,8192.0,13.157129287719727,3,1.5400000000000007,0.0,1.5400000000000007,0.0
13,101,-1.54,39.1860032081604,25.5,85.7,13.513675689697266,2.262126922607422,0,1077.83203125,8192.0,13.157129287719727,1,1.5400000000000007,0.0,1.5400000000000007,0.0
13,102,-1.54,39.51771426200867,11.3,85.8,13.531604766845703,2.2441978454589844,1,1077.83203125,8192.0,13.157129287719727,2,1.5400000000000007,0.0,1.5400000000000007,0.0
13,103,-3.58,39.8461971282959,7.7,85.9,13.550457000732422,2.2253456115722656,1,1077.83203125,8192.0,13.157129287719727,4,1.5800000000000012,0.0,1.5800000000000012,0.0
13,104,-1.54,40.174726724624634,7.7,85.7,13.527027130126953,2.2487754821777344,0,1077.83203125,8192.0,13.157129287719727,1,1.5400000000000007,0.0,1.5400000000000007,0.0
13,105,-3.52,40.503928661346436,7.9,85.6,13.500869750976562,2.274932861328125,0,1077.83203125,8192.0,13.157129287719727,4,1.519999999999999,0.0,1.519999999999999,0.0
14,106,-1.54,40.83520722389221,6.9,85.5,13.490592956542969,2.2852096557617188,0,1073.58203125,8192.0,13.105249404907227,3,1.5400000000000007,0.0,1.5400000000000007,0.0
14,107,-3.52,41.165666341781616,15.5,85.6,13.503704071044922,2.2720985412597656,0,1073.58203125,8192.0,13.105249404907227,5,1.519999999999999,0.0,1.519999999999999,0.0
14,108,-1.52,41.496469020843506,24.1,85.2,13.446624755859375,2.3291778564453125,1,1073.58203125,8192.0,13.105249404907227,1,1.519999999999999,0.0,1.519999999999999,0.0
14,109,0.54,41.82559871673584,12.6,85.2,13.446792602539062,2.329010009765625,1,1073.58203125,8192.0,13.105249404907227,4,1.4599999999999995,0.0,1.4599999999999995,0.0
14,110,-6.42,42.15633702278137,39.0,85.1,13.432685852050781,2.3431167602539062,0,1073.58203125,8192.0,13.105249404907227,2,1.419999999999999,0.0,1.419999999999999,0.0
14,111,-4.4,42.48309516906738,30.5,85.0,13.414539337158203,2.3612632751464844,1,1073.58203125,8192.0,13.105249404907227,3,1.4000000000000001,0.0,1.4000000000000001,0.0
15,112,-3.42,42.812581300735474,24.8,85.2,13.439170837402344,2.3366127014160156,1,1073.51953125,8192.0,13.104486465454102,4,1.419999999999999,0.0,1.419999999999999,0.0
15,113,-1.4,43.14068818092346,24.6,85.1,13.42154312133789,2.3542823791503906,0,1073.51953125,8192.0,13.104486465454102,4,1.4000000000000001,0.0,1.4000000000000001,0.0
15,114,-1.42,43.468634605407715,18.4,85.1,13.423015594482422,2.3527984619140625,0,1073.51953125,8192.0,13.104486465454102,2,1.419999999999999,0.0,1.419999999999999,0.0
15,115,-4.42,43.79754328727722,39.6,85.0,13.404224395751953,2.3715782165527344,0,1073.70703125,8192.0,13.106775283813477,3,1.419999999999999,0.0,1.419999999999999,0.0
15,116,-1.4,44.12546443939209,44.2,85.1,13.423847198486328,2.3519554138183594,1,1073.70703125,8192.0,13.106775283813477,2,1.4000000000000001,0.0,1.4000000000000001,0.0
15,117,3.58,44.45272159576416,34.1,85.1,13.426513671875,2.349285125732422,1,1073.70703125,8192.0,13.106775283813477,1,1.419999999999999,0.0,1.419999999999999,0.0
15,118,0.58,44.778746128082275,32.0,85.0,13.414417266845703,2.3613853454589844,1,1073.70703125,8192.0,13.106775283813477,1,1.419999999999999,0.0,1.419999999999999,0.0
16,119,22.64,45.1065456867218,30.7,84.8,13.38540267944336,2.3904075622558594,1,1079.01953125,8192.0,13.171625137329102,5,1.3599999999999994,0.0,1.3599999999999994,0.0
16,120,-1.4,45.43606901168823,21.6,85.0,13.41278076171875,2.3630218505859375,1,1079.01953125,8192.0,13.171625137329102,0,1.4000000000000001,0.0,1.4000000000000001,0.0
16,121,-1.4,45.7656409740448,26.1,85.0,13.412097930908203,2.3637046813964844,1,1079.01953125,8192.0,13.171625137329102,2,1.4000000000000001,0.0,1.4000000000000001,0.0
16,122,-1.42,46.09661793708801,16.4,84.9,13.39864730834961,2.377155303955078,1,1079.08203125,8192.0,13.172388076782227,2,1.419999999999999,0.0,1.419999999999999,0.0
16,123,-1.38,46.42571687698364,13.9,84.9,13.394840240478516,2.380962371826172,1,1079.08203125,8192.0,13.172388076782227,0,1.3800000000000012,0.0,1.3800000000000012,0.0
16,124,-1.38,46.75611090660095,22.4,85.1,13.423603057861328,2.3525733947753906,0,1079.08203125,8192.0,13.172388076782227,1,1.3800000000000012,0.0,1.3800000000000012,0.0
16,125,-1.42,47.08481287956238,13.7,85.1,13.4285888671875,2.347217559814453,1,1079.08203125,8192.0,13.172388076782227,2,1.419999999999999,0.0,1.419999999999999,0.0
16,126,-1.42,47.4158730506897,18.4,85.2,13.437808990478516,2.337993621826172,1,1079.08203125,8192.0,13.172388076782227,0,1.419999999999999,0.0,1.419999999999999,0.0
16,127,-3.3,47.74718618392944,51.5,84.5,13.326641082763672,2.4491004943847656,0,1073.76953125,8192.0,13.107538223266602,5,1.3,0.0,1.3,0.0
16,128,-5.56,48.48393130302429,34.9,85.8,13.540397644042969,2.2354049682617188,3,1086.76953125,8192.0,13.266229629516602,5,1.5599999999999996,0.0,1.5599999999999996,0.0
16,129,-1.56,48.81280183792114,29.5,85.6,13.50909423828125,2.2667083740234375,3,1086.76953125,8192.0,13.266229629516602,0,1.5599999999999996,0.0,1.5599999999999996,0.0
16,130,-1.56,49.14007210731506,30.1,85.7,13.52004623413086,2.255756378173828,3,1086.76953125,8192.0,13.266229629516602,1,1.5599999999999996,0.0,1.5599999999999996,0.0
16,131,-5.52,49.464706897735596,11.0,85.6,13.504596710205078,2.2712059020996094,3,1086.76953125,8192.0,13.266229629516602,5,1.519999999999999,0.0,1.519999999999999,0.0
17,132,-2.52,49.796093702316284,20.2,85.6,13.507057189941406,2.2687454223632812,1,1086.76953125,8192.0,13.266229629516602,3,1.519999999999999,0.0,1.519999999999999,0.0
17,133,-3.52,50.12597155570984,12.9,85.6,13.506965637207031,2.2688331604003906,0,1086.76953125,8192.0,13.266229629516602,5,1.519999999999999,0.0,1.519999999999999,0.0
17,134,-1.52,50.45268750190735,21.6,85.6,13.506195068359375,2.269611358642578,0,1086.76953125,8192.0,13.266229629516602,0,1.519999999999999,0.0,1.519999999999999,0.0
